id,title,description,author,subject,publicationtype,publicationdateyear,issn,isbn,publisher,peerreviewed,language
EJ140494,An Analysis of Enrollment Data for Black Students in Institutions of Higher Education from 1940-1972,This paper examines enrollment figures for blacks in colleges during the period 1940 to 1972 and develops a statistic that is more significant than either enrollment figures or percentages in order to determine the progress made by these students. (Author/AM),"Gordon\, Milton A.","Black Education,Black Students,Blacks,College Attendance,Data Analysis,Enrollment Projections,Enrollment Rate,Higher Education,Statistics",,1976,,,,T,
EJ140495,Cooling Out the Community: The Politics of Compensatory Education,"Notes that the objective of this urban education community involvement program is not met, but the objective of hiring minority members as paraprofessionals and professionals is met. The question is raised as to whether this is a means of heading off community involvement, district control, and/or local control. (Author/AM)","Mackler\, Bernard","Community Involvement,Compensatory Education,Political Influences,Political Issues,Program Descriptions,Program Effectiveness,Program Improvement,Urban Schools",,1976,,,,T,
EJ140496,The Economics of College Plans among Black High School Seniors,Examines the role of family economics in influencing college plans and gives special consideration to comparisons between males and females. Findings do not suggest that family income is the sole or even the primary determinant of college plans. (Author/AM),"Medley\, Morris L.,Johnson\, Kathryn P.","Black Students,College Attendance,College Planning,Economic Factors,Economic Status,Educational Economics,Family Income,High School Seniors,High School Students,Higher Education",,1976,,,,T,
EJ140497,The Racial Balance Policy: An Appeal to the Common Good,"Suggests that one thing that can be done for the United States is to send black, white and other children to the same public school and defends this assertion. The last part of the paper considers whether the bus as a symbol of the position stated can be defended against serious objections. (Author/AM)","Boykin\, Arsene O.","Bus Transportation,Community Role,Definitions,Minority Group Children,Racial Balance,Racial Integration,Racial Relations,Racially Balanced Schools,School Desegregation,Social Values",,1976,,,,T,
EJ140498,"Drugs, Hyperactivity, and Black School Children",Notes that a school system that is short of funds and long on active and aggressive black youngsters might bypass the necessary neurological and psychological examinations to determine hyperkinesis. (Author/AM),"Banks\, William","Black Community,Black Students,Black Youth,Community Responsibility,Cultural Influences,Drug Abuse,Drug Therapy,Hyperactivity,Minority Group Children,Parent Responsibility",,1976,,,,T,
EJ140499,The Attitudes of Black New Students and Administrative Response,"Suggests that the reason that social change has not come more quickly is that the American university is bureaucratic in structure, over emphasizing rules and regulations, division of labor, hierarchical functions and roles, and written communications, thus presenting obstacle after obstacle to change. (Author/AM)","Erwin\, James","Administrator Role,Age Differences,Attitude Change,Black Attitudes,Black Education,Black Students,Change Agents,Change Strategies,Higher Education,Social Change",,1976,,,,T,
EJ140500,The American Slave Narrative. Dramatic Resource Material for the Classroom,Notes that the story of the black runaway who escapes the slave status under great risk to live as a free man or woman comprises one of the most meaningful chapters in United States history. The slave narrative genre offers resource material which all children should find compelling and inspiring. (Author/AM),"Polsky\, Milton","Black Culture,Black History,Class Activities,Educational Media,Instructional Innovation,Instructional Materials,Minority Group Children,Novels,Resource Materials,Slavery",,1976,,,,T,
EJ140501,"The Politics of Public Education in Black Chicago, 1910-1941",Notes that between 1910 and 1941 some changes occurred in the politics of black education in Chicago. The early reliance on the city's white elite faded in the wake of the mass migration during and after World War I and the larger black population gradually earned the black community political rewards which could influence school affairs. (Author/AM),"Homel\, Michael W.","Black Community,Black Education,Black Population Trends,Black Students,Political Influences,Political Issues,Political Power,Public Education,Social Change",,1976,,,,T,
EJ140502,Could Shakespeare Have Known,"Notes that there are vast areas of art patiently awaiting the courage of the black person to assert his identity, to declare his genius, and, to give the world another view of man and his environment in through his vision. (Author/AM)","Nunez\, Elizabeth","Black Influences,Critical Reading,English Literature,Identification (Psychology),Literature Reviews,Professors,Role Perception",,1976,,,,T,
EJ140503,Do Educational Films Produced with Same Race Communicators Promote Learning?,"Concludes that it seems unfair to refuse to double certain versions of films especially those that might increase the self-concept or identity of blacks, but that it would be unwise and too costly to duplicate indiscriminately all educational productions, assuming that learning would be promoted. (Author/AM)","Morin\, Andre","Black Students,Elementary Education,Elementary School Students,Identification (Psychology),Instructional Films,Learning Motivation,Learning Processes,Racial Factors,Role Perception,Socioeconomic Status",,1976,,,,T,
EJ140504,Did Black Colleges Kill Dial Access?,Notes that the most important fact that the data reveals is that only six of the twenty-four colleges surveyed have a dial access system leading to the conclusion that black colleges could not have killed dial access because they never had it. (Author/AM),"Greene\, John W.","Black Colleges,Black Education,Educational Media,Educational Technology,Failure,Higher Education,Technological Advancement",,1976,,,,T,
